"","color","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","quality"
"133","red",5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5
"1404","red",7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,8
"1545","red",8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,7
"2229","white",5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,6
"4890","white",7.8,0.25,0.37,1,0.043,10,80,0.99128,3.08,0.38,11.4,5
"5695","white",6.6,0.41,0.27,10.7,0.11,20,103,0.99672,3.08,0.41,9,6
"5560","white",6.6,0.43,0.24,11.9,0.04,54,159,0.99622,3.14,0.54,9.8,6
"2762","white",6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,7
"3969","white",6.1,0.16,0.29,6,0.03,29,144,0.99474,3.68,0.46,10.7,6
"3556","white",7.2,0.15,0.33,1.1,0.027,16,63,0.9937,3.37,0.4,9.9,5
"5540","white",6.9,0.4,0.37,8.9,0.053,36,148,0.996,3.16,0.5,9.3,5
"2791","white",6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7,7
"3219","white",6.2,0.22,0.49,6,0.029,31,128,0.9928,3.41,0.36,11.3,8
"5584","white",7,0.32,0.29,7.6,0.025,35,124,0.99162,3.15,0.65,12.8,7
"3701","white",6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4,6
"4735","white",6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,6
"2648","white",8.3,0.4,0.38,1.1,0.038,15,75,0.9934,3.03,0.43,9.2,5
"3663","white",7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,5
"3557","white",7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,6
"1163","red",8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8,7
"2253","white",5.9,0.24,0.26,12.3,0.053,34,134,0.9972,3.34,0.45,9.5,6
"2751","white",6.8,0.32,0.18,7.5,0.041,71,223,0.9959,3.14,0.41,8.9,5
"5644","white",7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,7
"3049","white",6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,6
"115","red",7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,5
"998","red",5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8,7
"1373","red",8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,5
"2957","white",6.3,0.29,0.4,6.5,0.039,43,167,0.9953,3.15,0.44,9.3,6
"5867","white",6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,7
"5620","white",6.4,0.37,0.12,5.9,0.056,6,91,0.99536,3.06,0.46,8.4,4
"2889","white",6.6,0.16,0.3,1.6,0.034,15,78,0.992,3.38,0.44,11.2,6
"1437","red",10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,5
"1121","red",7.9,0.54,0.34,2.5,0.076,8,17,0.99235,3.2,0.72,13.1,8
"2002","white",6.1,0.35,0.07,1.4,0.069,22,108,0.9934,3.23,0.52,9.2,5
"1463","red",6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6
"5807","white",6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,7
"4395","white",6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,8
"5330","white",6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6
"2189","white",7,0.23,0.33,5.8,0.04,25,136,0.995,3.19,0.58,9.5,6
"814","red",6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4
"4987","white",7.6,0.36,0.49,11.3,0.046,87,221,0.9984,3.01,0.43,9.2,5
"4377","white",7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3,6
"959","red",6.4,0.57,0.12,2.3,0.12,25,36,0.99519,3.47,0.71,11.3,7
"5118","white",7.5,0.2,0.41,1.2,0.05,26,131,0.99133,3.19,0.52,11.1,5
"3645","white",8.7,0.24,0.35,0.6,0.042,11,71,0.9926,3.08,0.38,10.6,5
"5095","white",6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6,7
"3256","white",5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5
"3490","white",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"3051","white",7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,5
"3483","white",7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5
"921","red",9.6,0.41,0.37,2.3,0.091,10,23,0.99786,3.24,0.56,10.5,5
"4948","white",7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,6
"4902","white",6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,6
"3870","white",7.3,0.19,0.25,1.4,0.051,41,107,0.99382,3.53,0.66,10.5,7
"3442","white",8.2,0.18,0.31,11.8,0.039,96,249,0.9976,3.07,0.52,9.5,6
"312","red",7.9,0.53,0.24,2,0.072,15,105,0.996,3.27,0.54,9.4,6
"6226","white",6.3,0.3,0.91,8.2,0.034,50,199,0.99394,3.39,0.49,11.7,6
"2820","white",6.4,0.23,0.33,1.15,0.044,15.5,217.5,0.992,3.33,0.44,11,6
"1260","red",6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6
"6390","white",6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,6
"3676","white",6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5
"2547","white",8.5,0.16,0.35,1.6,0.039,24,147,0.9935,2.96,0.36,10,5
"857","red",9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,6
"4694","white",9.7,0.24,0.49,4.9,0.032,3,18,0.99368,2.85,0.54,10,6
"1618","white",7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,6
"301","red",7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,6
"2927","white",6.8,0.26,0.33,1.5,0.047,44,167,0.9928,3.12,0.44,10.5,6
"5698","white",6.6,0.21,0.34,5.6,0.046,30,140,0.99299,3.22,0.38,11,5
"3662","white",6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,5
"1738","white",6.8,0.19,0.36,1.9,0.035,30,96,0.9917,3.15,0.54,10.8,7
"654","red",9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,6
"4303","white",6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,5
"3957","white",8.9,0.21,0.37,1.2,0.028,20,93,0.99244,3.2,0.37,11.5,5
"2284","white",8.1,0.46,0.31,1.7,0.052,50,183,0.9923,3.03,0.42,11.2,5
"500","red",8.7,0.69,0.31,3,0.086,23,81,1.0002,3.48,0.74,11.6,6
"2662","white",6.7,0.26,0.26,4,0.079,35.5,216,0.9956,3.31,0.68,9.5,5
"3616","white",6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7
"2844","white",6.4,0.26,0.22,5.1,0.037,23,131,0.9944,3.29,0.32,10.1,5
"134","red",6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6
"3259","white",6.6,0.325,0.49,7.7,0.049,53,217,0.996,3.16,0.4,9.3,5
"3013","white",8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,6
"5122","white",6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,5
"1023","red",7,0.51,0.09,2.1,0.062,4,9,0.99584,3.35,0.54,10.5,5
"374","red",7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5
"596","red",8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5
"6332","white",5.3,0.31,0.38,10.5,0.031,53,140,0.99321,3.34,0.46,11.7,6
"4466","white",5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,7
"6013","white",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,7
"3407","white",8.8,0.2,0.43,15,0.053,60,184,1.0008,3.28,0.79,8.8,6
"4418","white",6,0.11,0.47,10.6,0.052,69,148,0.9958,2.91,0.34,9.3,4
"3843","white",6.7,0.23,0.42,11.2,0.047,52,171,0.99758,3.54,0.74,10.4,5
"5601","white",6.4,0.25,0.57,1,0.062,21,122,0.99238,3,0.4,9.5,5
"2764","white",8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,6
"5343","white",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7
"3454","white",6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5,7
"4589","white",6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,6
"1251","red",7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6
"2466","white",6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,7
"4451","white",7.3,0.23,0.34,9.3,0.052,19,86,0.99574,3.04,0.56,10,5
"430","red",12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6
"5429","white",7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7
"6339","white",5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.65,6
"3251","white",6.4,0.42,0.74,12.8,0.076,48,209,0.9978,3.12,0.58,9,6
"381","red",8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,6
"4599","white",6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9,7
"3281","white",6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,6
"1016","red",10.5,0.39,0.46,2.2,0.075,14,27,0.99598,3.06,0.84,11.4,6
"6047","white",6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5,6
"2619","white",8.3,0.14,0.26,1.5,0.049,56,189,0.9946,3.21,0.62,9.5,6
"1057","red",8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,7
"2110","white",6.7,0.27,0.12,1.3,0.041,62,138,0.9921,3.21,0.42,10,6
"5674","white",6.6,0.35,0.19,10.5,0.06,15,82,0.99588,3.13,0.38,9.9,4
"845","red",9.9,0.25,0.46,1.7,0.062,26,42,0.9959,3.18,0.83,10.6,6
"2783","white",6.4,0.26,0.3,2.2,0.025,33,134,0.992,3.21,0.47,10.6,6
"6372","white",6.4,0.28,0.45,8.6,0.057,47,223,0.99654,3.16,0.51,9.1,5
"6360","white",6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
"2241","white",6.1,0.28,0.25,12.9,0.054,34,189,0.9979,3.25,0.43,9,4
"382","red",13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,6
"6084","white",5.8,0.555,0.26,4.5,0.053,17,126,0.9943,3.24,0.46,9.1,5
"1138","red",10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6
"5562","white",7.2,0.58,0.27,5.8,0.032,40,118,0.99088,3.17,0.53,13,7
"2246","white",6.5,0.33,0.72,1.1,0.061,7,151,0.993,3.09,0.57,9.5,4
"1828","white",6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,6
"1302","red",6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6
"3265","white",6.5,0.13,0.37,1,0.036,48,114,0.9911,3.41,0.51,11.5,8
"4909","white",6.7,0.46,0.27,5.2,0.039,35,96,0.99129,3.16,0.44,12.4,7
"878","red",7.7,0.715,0.01,2.1,0.064,31,43,0.99371,3.41,0.57,11.8,6
"256","red",8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,5
"6428","white",6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,5
"6240","white",6,0.24,0.41,1.3,0.036,42,118,0.99018,3.04,0.64,11.75,6
"2997","white",7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,7
"4511","white",6.2,0.36,0.14,8.9,0.036,38,155,0.99622,3.27,0.5,9.4,5
"1627","white",7,0.28,0.39,8.7,0.051,32,141,0.9961,3.38,0.53,10.5,6
"3431","white",7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7
"2442","white",8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,7
"2720","white",6.7,0.105,0.32,12.4,0.051,34,106,0.998,3.54,0.45,9.2,6
"1887","white",7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9,7
"4070","white",7.6,0.25,0.34,1.3,0.056,34,176,0.99434,3.1,0.51,9.5,5
"4617","white",5.9,0.34,0.3,3.8,0.035,57,135,0.99016,3.09,0.34,12,6
"4360","white",7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6
"313","red",9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6
"4239","white",9.2,0.14,0.37,1.1,0.034,36,84,0.99136,3.05,0.55,11.6,6
"4022","white",6.2,0.44,0.18,7.7,0.096,28,210,0.99771,3.56,0.72,9.2,5
"1322","red",5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6
"1645","white",7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7
"5217","white",7,0.29,0.33,0.9,0.041,20,117,0.99048,3.21,0.5,11.4,5
"3307","white",6.8,0.26,0.29,16.95,0.056,48,179,0.9998,3.45,0.4,9.6,5
"2900","white",9,0.245,0.38,5.9,0.045,52,159,0.995,2.93,0.35,10.2,6
"2659","white",5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,4
"3634","white",7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,5
"990","red",9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,6
"3444","white",6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,6
"4266","white",5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9,7
"6019","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6
"628","red",8.8,0.6,0.29,2.2,0.098,5,15,0.9988,3.36,0.49,9.1,5
"5826","white",5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,7
"6359","white",6.6,0.17,0.26,7.4,0.052,45,128,0.99388,3.16,0.37,10,6
"5934","white",7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,8
"4097","white",6.8,0.21,0.36,18.1,0.046,32,133,1,3.27,0.48,8.8,5
"973","red",10.1,0.38,0.5,2.4,0.104,6,13,0.99643,3.22,0.65,11.6,7
"4663","white",6.2,0.25,0.54,7,0.046,58,176,0.99454,3.19,0.7,10.4,5
"6286","white",6.8,0.63,0.04,1.3,0.058,25,133,0.99271,3.17,0.39,10.2,4
"943","red",10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,7
"5923","white",8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.4666666666667,6
"5539","white",6.2,0.27,0.32,6.3,0.048,47,159,0.99282,3.21,0.6,11,6
"3136","white",8.9,0.13,0.49,1,0.028,6,24,0.9926,2.91,0.32,9.9,5
"4246","white",5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9,7
"515","red",10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7
"3159","white",8.8,0.35,0.49,1,0.036,14,56,0.992,2.96,0.33,10.5,4
"3277","white",7.3,0.23,0.37,1.8,0.032,60,156,0.992,3.11,0.35,11.1,6
"2041","white",6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,6
"4006","white",7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,6
"2217","white",7.8,0.26,0.27,1.9,0.051,52,195,0.9928,3.23,0.5,10.9,6
"387","red",7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6
"5717","white",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
"1519","red",7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,5
"5687","white",6.5,0.21,0.42,1.1,0.059,33,101,0.9927,3.12,0.38,9.7,6
"5388","white",6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5
"4407","white",7.5,0.18,0.72,9.6,0.039,53,151,0.99802,3.03,0.46,8.9,5
"3566","white",7.4,0.21,0.3,8.1,0.047,13,114,0.9941,3.12,0.35,10.5,6
"984","red",9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6
"121","red",7.3,1.07,0.09,1.7,0.178,10,89,0.9962,3.3,0.57,9,5
"582","red",12.3,0.5,0.49,2.2,0.089,5,14,1.0002,3.19,0.44,9.6,5
"3381","white",6.1,0.32,0.37,1.8,0.051,13,200,0.9945,3.49,0.44,10.5,4
"6185","white",5,0.33,0.23,11.8,0.03,23,158,0.99322,3.41,0.64,11.8,6
"1189","red",6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5
"6230","white",5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4,7
"6150","white",6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,6
"1363","red",11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333,6
"2915","white",8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,6
"5272","white",7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8
"145","red",5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,6
"4952","white",6.7,0.36,0.28,8.3,0.034,29,81,0.99151,2.96,0.39,12.5,6
"1875","white",6.6,0.19,0.41,8.9,0.046,51,169,0.9954,3.14,0.57,9.8,6
"1277","red",8.5,0.4,0.4,6.3,0.05,3,10,0.99566,3.28,0.56,12,4
"2835","white",7.8,0.32,0.31,1.7,0.036,46,195,0.993,3.03,0.48,10.5,5
"2719","white",6.4,0.5,0.16,12.9,0.042,26,138,0.9974,3.28,0.33,9,5
"1896","white",8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,5
"626","red",6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5
"2328","white",6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,5
"4067","white",7,0.28,0.32,1.7,0.038,27,128,0.99375,3.2,0.62,10.2,6
"4571","white",7.3,0.26,0.24,1.7,0.05,10,112,0.99286,3.11,0.43,9.9,5
"5382","white",7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6
"6300","white",6.8,0.3,0.33,12.8,0.041,60,168,0.99659,3.1,0.56,9.8,5
"2050","white",7.2,0.6,0.2,9.9,0.07,21,174,0.9971,3.03,0.54,9.1,5
"1219","red",8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6
"2444","white",7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11,8
"4367","white",7.9,0.16,0.3,7.4,0.05,58,152,0.99612,3.12,0.37,9.5,6
"2134","white",7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6
"4794","white",5.7,0.16,0.32,1.2,0.036,7,89,0.99111,3.26,0.48,11,5
"4723","white",5.5,0.18,0.22,5.5,0.037,10,86,0.99156,3.46,0.44,12.2,5
"53","red",6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6
"3266","white",7.8,0.445,0.56,1,0.04,8,84,0.9938,3.25,0.43,10.8,5
"4447","white",5.8,0.2,0.34,1,0.035,40,86,0.98993,3.5,0.42,11.7,5
"2881","white",7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1,7
"899","red",8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7
"1806","white",7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,5
"2226","white",7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,4
"1992","white",6.1,0.55,0.15,9.8,0.031,19,125,0.9957,3.36,0.47,10.2,6
"6000","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,5
"5278","white",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5
"2815","white",8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,5
"2870","white",8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6,7
"929","red",8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5
"3002","white",7.4,0.4,0.29,5.4,0.044,31,122,0.994,3.3,0.5,11.1,8
"5049","white",6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,8
"4384","white",7.1,0.2,0.31,7.4,0.053,32,211,0.99587,3.31,0.59,10.4,6
"4112","white",5.6,0.175,0.29,0.8,0.043,20,67,0.99112,3.28,0.48,9.9,6
"6028","white",6.9,0.44,0.27,5,0.038,33,166,0.99124,3.2,0.42,12.2,6
"4406","white",7.5,0.17,0.71,11.8,0.038,52,148,0.99801,3.03,0.46,8.9,5
"6457","white",7.5,0.38,0.33,9.2,0.043,19,116,0.99444,3.08,0.42,11.4,6
"901","red",8.9,0.31,0.36,2.6,0.056,10,39,0.99562,3.4,0.69,11.8,5
"3861","white",6.5,0.36,0.31,4.1,0.061,20,134,0.99475,3.18,0.45,9,6
"3514","white",6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,6
"5883","white",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6
"449","red",8.6,0.53,0.22,2,0.1,7,27,0.9967,3.2,0.56,10.2,6
"2214","white",7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5
"4459","white",6.6,0.21,0.36,0.8,0.034,48,113,0.99165,3.24,0.68,10.5,6
"2005","white",6.8,0.27,0.12,1.3,0.04,87,168,0.992,3.18,0.41,10,5
"4725","white",7.4,0.23,0.38,8.6,0.052,41,150,0.99534,3.06,0.46,10.3,5
"5595","white",8,0.37,0.31,4.7,0.038,3,127,0.99186,2.9,0.72,12.1,5
"2077","white",7,0.22,0.28,1.5,0.037,29,115,0.9927,3.11,0.55,10.5,6
"4329","white",6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4,7
"1004","red",6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7
"4087","white",7.9,0.27,0.27,1.7,0.034,25,122,0.99088,2.97,0.51,11.9,6
"5468","white",6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6
"3942","white",7.7,0.4,0.27,4.5,0.034,27,95,0.99175,3.21,0.59,12.3,8
"4530","white",5.6,0.21,0.4,1.3,0.041,81,147,0.9901,3.22,0.95,11.6,8
"1913","white",5.7,0.36,0.21,6.7,0.038,51,166,0.9941,3.29,0.63,10,6
"1789","white",6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,4
"128","red",8.1,1.33,0,1.8,0.082,3,12,0.9964,3.54,0.48,10.9,5
"1905","white",7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,6
"4959","white",6.5,0.43,0.28,11.25,0.032,31,87,0.9922,3.02,0.38,12.4,6
"5716","white",6.2,0.35,0.2,18.1,0.069,33,158,0.99908,3.15,0.5,8.8,6
"2482","white",7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,6
"940","red",6.2,0.46,0.17,1.6,0.073,7,11,0.99425,3.61,0.54,11.4,5
"4732","white",6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,6
"2567","white",6.8,0.22,0.35,17.5,0.039,38,153,0.9994,3.24,0.42,9,6
"2210","white",6.5,0.36,0.28,3.2,0.037,29,119,0.9908,3.25,0.65,12.4,8
"1235","red",7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6
"5156","white",4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2,7
"2887","white",8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9,7
"6206","white",6.9,0.29,0.32,5.8,0.04,16,112,0.993,3.04,0.58,11.2,5
"5074","white",6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,6
"4263","white",8,0.13,0.25,1.1,0.033,15,86,0.99044,2.98,0.39,11.2,8
"483","red",10.6,0.36,0.59,2.2,0.152,6,18,0.9986,3.04,1.05,9.4,5
"4008","white",7.5,0.705,0.1,13,0.044,44,214,0.99741,3.1,0.5,9.1,5
"1669","white",7.4,0.24,0.29,10.1,0.05,21,105,0.9962,3.13,0.35,9.5,5
"3918","white",7.5,0.26,0.59,11.8,0.046,58,164,0.99814,3.17,0.46,8.9,4
"3605","white",7,0.28,0.33,14.6,0.043,47,168,0.9994,3.34,0.67,8.8,6
"2367","white",6.8,0.2,0.36,1.6,0.028,7,46,0.99175,3.21,0.6,10.9,6
"1393","red",7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,5
"5823","white",5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,4
"2901","white",6.9,0.2,0.4,7.7,0.032,51,176,0.9939,3.22,0.27,11.4,5
"3899","white",7,0.32,0.31,6.4,0.031,38,115,0.99235,3.38,0.58,12.2,7
"4411","white",7.4,0.3,0.32,1.7,0.03,23,128,0.9929,3.17,0.66,10.9,5
"338","red",7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5
"1078","red",8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5
"380","red",8.3,0.42,0.38,2.5,0.094,24,60,0.9979,3.31,0.7,10.8,6
"1533","red",7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6
"5672","white",7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4,7
"1088","red",7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,6
"2479","white",6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9,8
"2024","white",6.9,0.23,0.38,8.3,0.047,47,162,0.9954,3.34,0.52,10.5,7
"3774","white",7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7
"5021","white",6.3,0.29,0.28,4.7,0.059,28,81,0.99036,3.24,0.56,12.7,8
"4041","white",7.2,0.2,0.28,1.6,0.028,13,168,0.99203,3.17,1.06,11.5,6
"5993","white",6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,6
"2977","white",6.9,0.28,0.41,1.7,0.05,10,136,0.993,3.16,0.71,11.4,6
